LAB_ar,LAB_tr,LAB1,LAB2,LAB3,LAB4,C1,C2,C3,C4,P1,P2,P3,P4,M1,M2,M3,M4
أبهل,ʾBHL,ʾ,B,H,L,1,2,26,23,9,1,9,4,1,1,3,6
أثجل,ʾṮǦL,ʾ,Ṯ,Ǧ,L,1,4,5,23,9,3,5,4,1,3,1,6
أثكل,ʾṮKL,ʾ,Ṯ,K,L,1,4,22,23,9,3,6,4,1,3,1,6
أذرب,ʾḎRB,ʾ,Ḏ,R,B,1,9,10,2,9,3,4,1,1,3,8,1
أسبذ,ʾSBḎ,ʾ,S,B,Ḏ,1,12,2,9,9,4,1,3,1,3,1,3
أسفط,ʾSFṬ,ʾ,S,F,Ṭ,1,12,20,16,9,4,2,4,1,3,3,2
أصطب,ʾṢṬB,ʾ,Ṣ,Ṭ,B,1,14,16,2,9,4,4,1,1,4,2,1
أصفط,ʾṢFṬ,ʾ,Ṣ,F,Ṭ,1,14,20,16,9,4,2,4,1,4,3,2
أفكل,ʾFKL,ʾ,F,K,L,1,20,22,23,9,2,6,4,1,3,1,6
ألبن,ʾLBN,ʾ,L,B,N,1,23,2,25,9,4,1,4,1,6,1,5
ألين,ʾLYN,ʾ,L,Y,N,1,23,28,25,9,4,5,4,1,6,9,5
أنبج,ʾNBǦ,ʾ,N,B,Ǧ,1,25,2,5,9,4,1,5,1,5,1,1
أنتن,ʾNTN,ʾ,N,T,N,1,25,3,25,9,4,4,4,1,5,1,5
أولي,ʾWLY,ʾ,W,L,Y,1,27,23,28,9,6,4,5,1,9,6,9
بأبأ,BʾBʾ,B,ʾ,B,ʾ,2,1,2,1,1,9,1,9,1,1,1,1
بأدل,BʾDL,B,ʾ,D,L,2,1,8,23,1,9,4,4,1,1,1,6
بأزل,BʾZL,B,ʾ,Z,L,2,1,11,23,1,9,4,4,1,1,3,6
بترد,BTRD,B,T,R,D,2,3,10,8,1,4,4,4,1,1,8,1
بثعر,BṮʿR,B,Ṯ,ʿ,R,2,4,18,10,1,3,8,4,1,3,3,8
بجرم,BǦRM,B,Ǧ,R,M,2,5,10,24,1,5,4,1,1,1,8,5
بحتر,BḤTR,B,Ḥ,T,R,2,6,3,10,1,8,4,4,1,3,1,8
بحثر,BḤṮR,B,Ḥ,Ṯ,R,2,6,4,10,1,8,3,4,1,3,3,8
بحدر,BḤDR,B,Ḥ,D,R,2,6,8,10,1,8,4,4,1,3,1,8
بحدل,BḤDL,B,Ḥ,D,L,2,6,8,23,1,8,4,4,1,3,1,6
بحرت,BḤRT,B,Ḥ,R,T,2,6,10,3,1,8,4,4,1,3,8,1
بحزج,BḤZǦ,B,Ḥ,Z,Ǧ,2,6,11,5,1,8,4,5,1,3,3,1
بحشل,BḤŠL,B,Ḥ,Š,L,2,6,13,23,1,8,5,4,1,3,3,6
بحظل,BḤẒL,B,Ḥ,Ẓ,L,2,6,17,23,1,8,3,4,1,3,4,6
بحلس,BḤLS,B,Ḥ,L,S,2,6,23,12,1,8,4,4,1,3,6,3
بختج,BḪTǦ,B,Ḫ,T,Ǧ,2,7,3,5,1,7,4,5,1,3,1,1
بختر,BḪTR,B,Ḫ,T,R,2,7,3,10,1,7,4,4,1,3,1,8
بخثر,BḪṮR,B,Ḫ,Ṯ,R,2,7,4,10,1,7,3,4,1,3,3,8
بخثع,BḪṮʿ,B,Ḫ,Ṯ,ʿ,2,7,4,18,1,7,3,8,1,3,3,3
بخدج,BḪDǦ,B,Ḫ,D,Ǧ,2,7,8,5,1,7,4,5,1,3,1,1
بخدق,BḪDQ,B,Ḫ,D,Q,2,7,8,21,1,7,4,7,1,3,1,1
بخدن,BḪDN,B,Ḫ,D,N,2,7,8,25,1,7,4,4,1,3,1,5
بخذع,BḪḎʿ,B,Ḫ,Ḏ,ʿ,2,7,9,18,1,7,3,8,1,3,3,3
بخذم,BḪḎM,B,Ḫ,Ḏ,M,2,7,9,24,1,7,3,1,1,3,3,5
بخلص,BḪLṢ,B,Ḫ,L,Ṣ,2,7,23,14,1,7,4,4,1,3,6,4
بخند,BḪND,B,Ḫ,N,D,2,7,25,8,1,7,4,4,1,3,5,1
بخنق,BḪNQ,B,Ḫ,N,Q,2,7,25,21,1,7,4,7,1,3,5,1
بخنك,BḪNK,B,Ḫ,N,K,2,7,25,22,1,7,4,6,1,3,5,1
بذبن,BḎBN,B,Ḏ,B,N,2,9,2,25,1,3,1,4,1,3,1,5
بذرج,BḎRǦ,B,Ḏ,R,Ǧ,2,9,10,5,1,3,4,5,1,3,8,1
بذرق,BḎRQ,B,Ḏ,R,Q,2,9,10,21,1,3,4,7,1,3,8,1
بذعر,BḎʿR,B,Ḏ,ʿ,R,2,9,18,10,1,3,8,4,1,3,3,8
بذقر,BḎQR,B,Ḏ,Q,R,2,9,21,10,1,3,7,4,1,3,1,8
بذلخ,BḎLḪ,B,Ḏ,L,Ḫ,2,9,23,7,1,3,4,7,1,3,6,3
بذنج,BḎNǦ,B,Ḏ,N,Ǧ,2,9,25,5,1,3,4,5,1,3,5,1
برأل,BRʾL,B,R,ʾ,L,2,10,1,23,1,4,9,4,1,8,1,6
بربح,BRBḤ,B,R,B,Ḥ,2,10,2,6,1,4,1,8,1,8,1,3
بربخ,BRBḪ,B,R,B,Ḫ,2,10,2,7,1,4,1,7,1,8,1,3
بربس,BRBS,B,R,B,S,2,10,2,12,1,4,1,4,1,8,1,3
بربط,BRBṬ,B,R,B,Ṭ,2,10,2,16,1,4,1,4,1,8,1,2
برتك,BRTK,B,R,T,K,2,10,3,22,1,4,4,6,1,8,1,1
برثج,BRṮǦ,B,R,Ṯ,Ǧ,2,10,4,5,1,4,3,5,1,8,3,1
برثع,BRṮʿ,B,R,Ṯ,ʿ,2,10,4,18,1,4,3,8,1,8,3,3
برثن,BRṮN,B,R,Ṯ,N,2,10,4,25,1,4,3,4,1,8,3,5
برجد,BRǦD,B,R,Ǧ,D,2,10,5,8,1,4,5,4,1,8,1,1
برجس,BRǦS,B,R,Ǧ,S,2,10,5,12,1,4,5,4,1,8,1,3
برجم,BRǦM,B,R,Ǧ,M,2,10,5,24,1,4,5,1,1,8,1,5
برخد,BRḪD,B,R,Ḫ,D,2,10,7,8,1,4,7,4,1,8,3,1
بردج,BRDǦ,B,R,D,Ǧ,2,10,8,5,1,4,4,5,1,8,1,1
بردس,BRDS,B,R,D,S,2,10,8,12,1,4,4,4,1,8,1,3
بردع,BRDʿ,B,R,D,ʿ,2,10,8,18,1,4,4,8,1,8,1,3
برذع,BRḎʿ,B,R,Ḏ,ʿ,2,10,9,18,1,4,3,8,1,8,3,3
برذن,BRḎN,B,R,Ḏ,N,2,10,9,25,1,4,3,4,1,8,3,5
برزخ,BRZḪ,B,R,Z,Ḫ,2,10,11,7,1,4,4,7,1,8,3,3
برزغ,BRZĠ,B,R,Z,Ġ,2,10,11,19,1,4,4,7,1,8,3,3
برزق,BRZQ,B,R,Z,Q,2,10,11,21,1,4,4,7,1,8,3,1
برزل,BRZL,B,R,Z,L,2,10,11,23,1,4,4,4,1,8,3,6
برزن,BRZN,B,R,Z,N,2,10,11,25,1,4,4,4,1,8,3,5
برسم,BRSM,B,R,S,M,2,10,12,24,1,4,4,1,1,8,3,5
برشع,BRŠʿ,B,R,Š,ʿ,2,10,13,18,1,4,5,8,1,8,3,3
برشق,BRŠQ,B,R,Š,Q,2,10,13,21,1,4,5,7,1,8,3,1
برشم,BRŠM,B,R,Š,M,2,10,13,24,1,4,5,1,1,8,3,5
برصم,BRṢM,B,R,Ṣ,M,2,10,14,24,1,4,4,1,1,8,4,5
برطس,BRṬS,B,R,Ṭ,S,2,10,16,12,1,4,4,4,1,8,2,3
برطل,BRṬL,B,R,Ṭ,L,2,10,16,23,1,4,4,4,1,8,2,6
برطم,BRṬM,B,R,Ṭ,M,2,10,16,24,1,4,4,1,1,8,2,5
برعث,BRʿṮ,B,R,ʿ,Ṯ,2,10,18,4,1,4,8,3,1,8,3,3
برعس,BRʿS,B,R,ʿ,S,2,10,18,12,1,4,8,4,1,8,3,3
برعل,BRʿL,B,R,ʿ,L,2,10,18,23,1,4,8,4,1,8,3,6
برعم,BRʿM,B,R,ʿ,M,2,10,18,24,1,4,8,1,1,8,3,5
برغث,BRĠṮ,B,R,Ġ,Ṯ,2,10,19,4,1,4,7,3,1,8,3,3
برغز,BRĠZ,B,R,Ġ,Z,2,10,19,11,1,4,7,4,1,8,3,3
برغش,BRĠŠ,B,R,Ġ,Š,2,10,19,13,1,4,7,5,1,8,3,3
برغل,BRĠL,B,R,Ġ,L,2,10,19,23,1,4,7,4,1,8,3,6
برقش,BRQŠ,B,R,Q,Š,2,10,21,13,1,4,7,5,1,8,1,3
برقط,BRQṬ,B,R,Q,Ṭ,2,10,21,16,1,4,7,4,1,8,1,2
برقع,BRQʿ,B,R,Q,ʿ,2,10,21,18,1,4,7,8,1,8,1,3
برقل,BRQL,B,R,Q,L,2,10,21,23,1,4,7,4,1,8,1,6
بركع,BRKʿ,B,R,K,ʿ,2,10,22,18,1,4,6,8,1,8,1,3
بركن,BRKN,B,R,K,N,2,10,22,25,1,4,6,4,1,8,1,5
برنج,BRNǦ,B,R,N,Ǧ,2,10,25,5,1,4,4,5,1,8,5,1
برند,BRND,B,R,N,D,2,10,25,8,1,4,4,4,1,8,5,1
برنس,BRNS,B,R,N,S,2,10,25,12,1,4,4,4,1,8,5,3
برنش,BRNŠ,B,R,N,Š,2,10,25,13,1,4,4,5,1,8,5,3
برنق,BRNQ,B,R,N,Q,2,10,25,21,1,4,4,7,1,8,5,1
برنك,BRNK,B,R,N,K,2,10,25,22,1,4,4,6,1,8,5,1
برهت,BRHT,B,R,H,T,2,10,26,3,1,4,9,4,1,8,3,1
برهم,BRHM,B,R,H,M,2,10,26,24,1,4,9,1,1,8,3,5
برهن,BRHN,B,R,H,N,2,10,26,25,1,4,9,4,1,8,3,5
بزمخ,BZMḪ,B,Z,M,Ḫ,2,11,24,7,1,4,1,7,1,3,5,3
بستج,BSTǦ,B,S,T,Ǧ,2,12,3,5,1,4,4,5,1,3,1,1
بستق,BSTQ,B,S,T,Q,2,12,3,21,1,4,4,7,1,3,1,1
بسطم,BSṬM,B,S,Ṭ,M,2,12,16,24,1,4,4,1,1,3,2,5
بسكل,BSKL,B,S,K,L,2,12,22,23,1,4,6,4,1,3,1,6
بسمل,BSML,B,S,M,L,2,12,24,23,1,4,1,4,1,3,5,6
بطرق,BṬRQ,B,Ṭ,R,Q,2,16,10,21,1,4,4,7,1,2,8,1
بطرك,BṬRK,B,Ṭ,R,K,2,16,10,22,1,4,4,6,1,2,8,1
بعثر,BʿṮR,B,ʿ,Ṯ,R,2,18,4,10,1,8,3,4,1,3,3,8
بعثط,BʿṮṬ,B,ʿ,Ṯ,Ṭ,2,18,4,16,1,8,3,4,1,3,3,2
بعثق,BʿṮQ,B,ʿ,Ṯ,Q,2,18,4,21,1,8,3,7,1,3,3,1
بعذر,BʿḎR,B,ʿ,Ḏ,R,2,18,9,10,1,8,3,4,1,3,3,8
بعزج,BʿZǦ,B,ʿ,Z,Ǧ,2,18,11,5,1,8,4,5,1,3,3,1
بعقط,BʿQṬ,B,ʿ,Q,Ṭ,2,18,21,16,1,8,7,4,1,3,1,2
بعكر,BʿKR,B,ʿ,K,R,2,18,22,10,1,8,6,4,1,3,1,8
بعكن,BʿKN,B,ʿ,K,N,2,18,22,25,1,8,6,4,1,3,1,5
بعنق,BʿNQ,B,ʿ,N,Q,2,18,25,21,1,8,4,7,1,3,5,1
بغبر,BĠBR,B,Ġ,B,R,2,19,2,10,1,7,1,4,1,3,1,8
بغثر,BĠṮR,B,Ġ,Ṯ,R,2,19,4,10,1,7,3,4,1,3,3,8
بغثم,BĠṮM,B,Ġ,Ṯ,M,2,19,4,24,1,7,3,1,1,3,3,5
بغدد,BĠDD,B,Ġ,D,D,2,19,8,8,1,7,4,4,1,3,1,1
بغدذ,BĠDḎ,B,Ġ,D,Ḏ,2,19,8,9,1,7,4,3,1,3,1,3
بغدن,BĠDN,B,Ġ,D,N,2,19,8,25,1,7,4,4,1,3,1,5
بغذد,BĠḎD,B,Ġ,Ḏ,D,2,19,9,8,1,7,3,4,1,3,3,1
بغذذ,BĠḎḎ,B,Ġ,Ḏ,Ḏ,2,19,9,9,1,7,3,3,1,3,3,3
بغسل,BĠSL,B,Ġ,S,L,2,19,12,23,1,7,4,4,1,3,3,6
بغنق,BĠNQ,B,Ġ,N,Q,2,19,25,21,1,7,4,7,1,3,5,1
بلأز,BLʾZ,B,L,ʾ,Z,2,23,1,11,1,4,9,4,1,6,1,3
بلأص,BLʾṢ,B,L,ʾ,Ṣ,2,23,1,14,1,4,9,4,1,6,1,4
بلتع,BLTʿ,B,L,T,ʿ,2,23,3,18,1,4,4,8,1,6,1,3
بلتم,BLTM,B,L,T,M,2,23,3,24,1,4,4,1,1,6,1,5
بلثق,BLṮQ,B,L,Ṯ,Q,2,23,4,21,1,4,3,7,1,6,3,1
بلخص,BLḪṢ,B,L,Ḫ,Ṣ,2,23,7,14,1,4,7,4,1,6,3,4
بلخع,BLḪʿ,B,L,Ḫ,ʿ,2,23,7,18,1,4,7,8,1,6,3,3
بلدح,BLDḤ,B,L,D,Ḥ,2,23,8,6,1,4,4,8,1,6,1,3
بلدم,BLDM,B,L,D,M,2,23,8,24,1,4,4,1,1,6,1,5
بلذم,BLḎM,B,L,Ḏ,M,2,23,9,24,1,4,3,1,1,6,3,5
بلسك,BLSK,B,L,S,K,2,23,12,22,1,4,4,6,1,6,3,1
بلسم,BLSM,B,L,S,M,2,23,12,24,1,4,4,1,1,6,3,5
بلسن,BLSN,B,L,S,N,2,23,12,25,1,4,4,4,1,6,3,5
بلصم,BLṢM,B,L,Ṣ,M,2,23,14,24,1,4,4,1,1,6,4,5
بلطم,BLṬM,B,L,Ṭ,M,2,23,16,24,1,4,4,1,1,6,2,5
بلعس,BLʿS,B,L,ʿ,S,2,23,18,12,1,4,8,4,1,6,3,3
بلعق,BLʿQ,B,L,ʿ,Q,2,23,18,21,1,4,8,7,1,6,3,1
بلعك,BLʿK,B,L,ʿ,K,2,23,18,22,1,4,8,6,1,6,3,1
بلعم,BLʿM,B,L,ʿ,M,2,23,18,24,1,4,8,1,1,6,3,5
بلغم,BLĠM,B,L,Ġ,M,2,23,19,24,1,4,7,1,1,6,3,5
بلقط,BLQṬ,B,L,Q,Ṭ,2,23,21,16,1,4,7,4,1,6,1,2
بلقع,BLQʿ,B,L,Q,ʿ,2,23,21,18,1,4,7,8,1,6,1,3
بلكث,BLKṮ,B,L,K,Ṯ,2,23,22,4,1,4,6,3,1,6,1,3
بلنز,BLNZ,B,L,N,Z,2,23,25,11,1,4,4,4,1,6,5,3
بلنط,BLNṬ,B,L,N,Ṭ,2,23,25,16,1,4,4,4,1,6,5,2
بلهر,BLHR,B,L,H,R,2,23,26,10,1,4,9,4,1,6,3,8
بلهس,BLHS,B,L,H,S,2,23,26,12,1,4,9,4,1,6,3,3
بلهص,BLHṢ,B,L,H,Ṣ,2,23,26,14,1,4,9,4,1,6,3,4
بلهق,BLHQ,B,L,H,Q,2,23,26,21,1,4,9,7,1,6,3,1
بلهن,BLHN,B,L,H,N,2,23,26,25,1,4,9,4,1,6,3,5
بندر,BNDR,B,N,D,R,2,25,8,10,1,4,4,4,1,5,1,8
بندق,BNDQ,B,N,D,Q,2,25,8,21,1,4,4,7,1,5,1,1
بندك,BNDK,B,N,D,K,2,25,8,22,1,4,4,6,1,5,1,1
بنصر,BNṢR,B,N,Ṣ,R,2,25,14,10,1,4,4,4,1,5,4,8
بنقص,BNQṢ,B,N,Q,Ṣ,2,25,21,14,1,4,7,4,1,5,1,4
بهتر,BHTR,B,H,T,R,2,26,3,10,1,9,4,4,1,3,1,8
بهدر,BHDR,B,H,D,R,2,26,8,10,1,9,4,4,1,3,1,8
بهدل,BHDL,B,H,D,L,2,26,8,23,1,9,4,4,1,3,1,6
بهرج,BHRǦ,B,H,R,Ǧ,2,26,10,5,1,9,4,5,1,3,8,1
بهرم,BHRM,B,H,R,M,2,26,10,24,1,9,4,1,1,3,8,5
بهزر,BHZR,B,H,Z,R,2,26,11,10,1,9,4,4,1,3,3,8
بهصل,BHṢL,B,H,Ṣ,L,2,26,14,23,1,9,4,4,1,3,4,6
بهكث,BHKṮ,B,H,K,Ṯ,2,26,22,4,1,9,6,3,1,3,1,3
بهكل,BHKL,B,H,K,L,2,26,22,23,1,9,6,4,1,3,1,6
بهكن,BHKN,B,H,K,N,2,26,22,25,1,9,6,4,1,3,1,5
بهلص,BHLṢ,B,H,L,Ṣ,2,26,23,14,1,9,4,4,1,3,6,4
بهلق,BHLQ,B,H,L,Q,2,26,23,21,1,9,4,7,1,3,6,1
بهنس,BHNS,B,H,N,S,2,26,25,12,1,9,4,4,1,3,5,3
بهنن,BHNN,B,H,N,N,2,26,25,25,1,9,4,4,1,3,5,5
بهوز,BHWZ,B,H,W,Z,2,26,27,11,1,9,6,4,1,3,9,3
بولس,BWLS,B,W,L,S,2,27,23,12,1,6,4,4,1,9,6,3
تأتأ,TʾTʾ,T,ʾ,T,ʾ,3,1,3,1,4,9,4,9,1,1,1,1
تألب,TʾLB,T,ʾ,L,B,3,1,23,2,4,9,4,1,1,1,6,1
تبرز,TBRZ,T,B,R,Z,3,2,10,11,4,1,4,4,1,1,8,3
تبرع,TBRʿ,T,B,R,ʿ,3,2,10,18,4,1,4,8,1,1,8,3
تبرك,TBRK,T,B,R,K,3,2,10,22,4,1,4,6,1,1,8,1
تحتح,TḤTḤ,T,Ḥ,T,Ḥ,3,6,3,6,4,8,4,8,1,3,1,3
تخرب,TḪRB,T,Ḫ,R,B,3,7,10,2,4,7,4,1,1,3,8,1
تخرص,TḪRṢ,T,Ḫ,R,Ṣ,3,7,10,14,4,7,4,4,1,3,8,4
تخطع,TḪṬʿ,T,Ḫ,Ṭ,ʿ,3,7,16,18,4,7,4,8,1,3,2,3
تذرب,TḎRB,T,Ḏ,R,B,3,9,10,2,4,3,4,1,1,3,8,1
تربل,TRBL,T,R,B,L,3,10,2,23,4,4,1,4,1,8,1,6
ترتب,TRTB,T,R,T,B,3,10,3,2,4,4,4,1,1,8,1,1
ترجم,TRǦM,T,R,Ǧ,M,3,10,5,24,4,4,5,1,1,8,1,5
ترعب,TRʿB,T,R,ʿ,B,3,10,18,2,4,4,8,1,1,8,3,1
ترمذ,TRMḎ,T,R,M,Ḏ,3,10,24,9,4,4,1,3,1,8,5,3
ترمز,TRMZ,T,R,M,Z,3,10,24,11,4,4,1,4,1,8,5,3
ترمس,TRMS,T,R,M,S,3,10,24,12,4,4,1,4,1,8,5,3
ترنس,TRNS,T,R,N,S,3,10,25,12,4,4,4,4,1,8,5,3
ترنق,TRNQ,T,R,N,Q,3,10,25,21,4,4,4,7,1,8,5,1
تعهن,TʿHN,T,ʿ,H,N,3,18,26,25,4,8,9,4,1,3,3,5
تغلس,TĠLS,T,Ġ,L,S,3,19,23,12,4,7,4,4,1,3,6,3
تغلم,TĠLM,T,Ġ,L,M,3,19,23,24,4,7,4,1,1,3,6,5
تفتر,TFTR,T,F,T,R,3,20,3,10,4,2,4,4,1,3,1,8
تفرج,TFRǦ,T,F,R,Ǧ,3,20,10,5,4,2,4,5,1,3,8,1
تفطر,TFṬR,T,F,Ṭ,R,3,20,16,10,4,2,4,4,1,3,2,8
تقدم,TQDM,T,Q,D,M,3,21,8,24,4,7,4,1,1,1,1,5
تقرد,TQRD,T,Q,R,D,3,21,10,8,4,7,4,4,1,1,8,1
تلأب,TLʾB,T,L,ʾ,B,3,23,1,2,4,4,9,1,1,6,1,1
تلمذ,TLMḎ,T,L,M,Ḏ,3,23,24,9,4,4,1,3,1,6,5,3
تمأل,TMʾL,T,M,ʾ,L,3,24,1,23,4,1,9,4,1,5,1,6
تمرد,TMRD,T,M,R,D,3,24,10,8,4,1,4,4,1,5,8,1
تمهل,TMHL,T,M,H,L,3,24,26,23,4,1,9,4,1,5,3,6
تنبل,TNBL,T,N,B,L,3,25,2,23,4,4,1,4,1,5,1,6
تنتل,TNTL,T,N,T,L,3,25,3,23,4,4,4,4,1,5,1,6
تنطل,TNṬL,T,N,Ṭ,L,3,25,16,23,4,4,4,4,1,5,2,6
تهته,THTH,T,H,T,H,3,26,3,26,4,9,4,9,1,3,1,3
ثأثأ,ṮʾṮʾ,Ṯ,ʾ,Ṯ,ʾ,4,1,4,1,3,9,3,9,3,1,3,1
ثبجر,ṮBǦR,Ṯ,B,Ǧ,R,4,2,5,10,3,1,5,4,3,1,1,8
ثحثح,ṮḤṮḤ,Ṯ,Ḥ,Ṯ,Ḥ,4,6,4,6,3,8,3,8,3,3,3,3
ثرتم,ṮRTM,Ṯ,R,T,M,4,10,3,24,3,4,4,1,3,8,1,5
ثرطأ,ṮRṬʾ,Ṯ,R,Ṭ,ʾ,4,10,16,1,3,4,4,9,3,8,2,1
ثرطل,ṮRṬL,Ṯ,R,Ṭ,L,4,10,16,23,3,4,4,4,3,8,2,6
ثرطم,ṮRṬM,Ṯ,R,Ṭ,M,4,10,16,24,3,4,4,1,3,8,2,5
ثرعط,ṮRʿṬ,Ṯ,R,ʿ,Ṭ,4,10,18,16,3,4,8,4,3,8,3,2
ثرعل,ṮRʿL,Ṯ,R,ʿ,L,4,10,18,23,3,4,8,4,3,8,3,6
ثرعم,ṮRʿM,Ṯ,R,ʿ,M,4,10,18,24,3,4,8,1,3,8,3,5
ثرغل,ṮRĠL,Ṯ,R,Ġ,L,4,10,19,23,3,4,7,4,3,8,3,6
ثرقب,ṮRQB,Ṯ,R,Q,B,4,10,21,2,3,4,7,1,3,8,1,1
ثرمد,ṮRMD,Ṯ,R,M,D,4,10,24,8,3,4,1,4,3,8,5,1
ثرمط,ṮRMṬ,Ṯ,R,M,Ṭ,4,10,24,16,3,4,1,4,3,8,5,2
ثرمل,ṮRML,Ṯ,R,M,L,4,10,24,23,3,4,1,4,3,8,5,6
ثرند,ṮRND,Ṯ,R,N,D,4,10,25,8,3,4,4,4,3,8,5,1
ثرنط,ṮRNṬ,Ṯ,R,N,Ṭ,4,10,25,16,3,4,4,4,3,8,5,2
ثطعم,ṮṬʿM,Ṯ,Ṭ,ʿ,M,4,16,18,24,3,4,8,1,3,2,3,5
ثعجح,ṮʿǦḤ,Ṯ,ʿ,Ǧ,Ḥ,4,18,5,6,3,8,5,8,3,3,1,3
ثعجر,ṮʿǦR,Ṯ,ʿ,Ǧ,R,4,18,5,10,3,8,5,4,3,3,1,8
ثعلب,ṮʿLB,Ṯ,ʿ,L,B,4,18,23,2,3,8,4,1,3,3,6,1
ثغرب,ṮĠRB,Ṯ,Ġ,R,B,4,19,10,2,3,7,4,1,3,3,8,1
ثفرق,ṮFRQ,Ṯ,F,R,Q,4,20,10,21,3,2,4,7,3,3,8,1
ثلطح,ṮLṬḤ,Ṯ,L,Ṭ,Ḥ,4,23,16,6,3,4,4,8,3,6,2,3
ثلمط,ṮLMṬ,Ṯ,L,M,Ṭ,4,23,24,16,3,4,1,4,3,6,5,2
ثمثم,ṮMṮM,Ṯ,M,Ṯ,M,4,24,4,24,3,1,3,1,3,5,3,5
ثمعد,ṮMʿD,Ṯ,M,ʿ,D,4,24,18,8,3,1,8,4,3,5,3,1
ثنتل,ṮNTL,Ṯ,N,T,L,4,25,3,23,3,4,4,4,3,5,1,6
ثنجر,ṮNǦR,Ṯ,N,Ǧ,R,4,25,5,10,3,4,5,4,3,5,1,8
ثهمد,ṮHMD,Ṯ,H,M,D,4,26,24,8,3,9,1,4,3,3,5,1
جأجأ,ǦʾǦʾ,Ǧ,ʾ,Ǧ,ʾ,5,1,5,1,5,9,5,9,1,1,1,1
جأنب,ǦʾNB,Ǧ,ʾ,N,B,5,1,25,2,5,9,4,1,1,1,5,1
جبرل,ǦBRL,Ǧ,B,R,L,5,2,10,23,5,1,4,4,1,1,8,6
جبرن,ǦBRN,Ǧ,B,R,N,5,2,10,25,5,1,4,4,1,1,8,5
جبقث,ǦBQṮ,Ǧ,B,Q,Ṯ,5,2,21,4,5,1,7,3,1,1,1,3
جبلص,ǦBLṢ,Ǧ,B,L,Ṣ,5,2,23,14,5,1,4,4,1,1,6,4
جبلق,ǦBLQ,Ǧ,B,L,Q,5,2,23,21,5,1,4,7,1,1,6,1
جبهل,ǦBHL,Ǧ,B,H,L,5,2,26,23,5,1,9,4,1,1,3,6
جترف,ǦTRF,Ǧ,T,R,F,5,3,10,20,5,4,4,2,1,1,8,3
جثعل,ǦṮʿL,Ǧ,Ṯ,ʿ,L,5,4,18,23,5,3,8,4,1,3,3,6
جحجب,ǦḤǦB,Ǧ,Ḥ,Ǧ,B,5,6,5,2,5,8,5,1,1,3,1,1
جحجح,ǦḤǦḤ,Ǧ,Ḥ,Ǧ,Ḥ,5,6,5,6,5,8,5,8,1,3,1,3
جحدب,ǦḤDB,Ǧ,Ḥ,D,B,5,6,8,2,5,8,4,1,1,3,1,1
جحدر,ǦḤDR,Ǧ,Ḥ,D,R,5,6,8,10,5,8,4,4,1,3,1,8
جحدل,ǦḤDL,Ǧ,Ḥ,D,L,5,6,8,23,5,8,4,4,1,3,1,6
جحدم,ǦḤDM,Ǧ,Ḥ,D,M,5,6,8,24,5,8,4,1,1,3,1,5
جحرب,ǦḤRB,Ǧ,Ḥ,R,B,5,6,10,2,5,8,4,1,1,3,8,1
جحرش,ǦḤRŠ,Ǧ,Ḥ,R,Š,5,6,10,13,5,8,4,5,1,3,8,3
جحرط,ǦḤRṬ,Ǧ,Ḥ,R,Ṭ,5,6,10,16,5,8,4,4,1,3,8,2
جحرم,ǦḤRM,Ǧ,Ḥ,R,M,5,6,10,24,5,8,4,1,1,3,8,5
جحشر,ǦḤŠR,Ǧ,Ḥ,Š,R,5,6,13,10,5,8,5,4,1,3,3,8
جحشل,ǦḤŠL,Ǧ,Ḥ,Š,L,5,6,13,23,5,8,5,4,1,3,3,6
جحشم,ǦḤŠM,Ǧ,Ḥ,Š,M,5,6,13,24,5,8,5,1,1,3,3,5
جحشن,ǦḤŠN,Ǧ,Ḥ,Š,N,5,6,13,25,5,8,5,4,1,3,3,5
جحظم,ǦḤẒM,Ǧ,Ḥ,Ẓ,M,5,6,17,24,5,8,3,1,1,3,4,5
جحفل,ǦḤFL,Ǧ,Ḥ,F,L,5,6,20,23,5,8,2,4,1,3,3,6
جحلم,ǦḤLM,Ǧ,Ḥ,L,M,5,6,23,24,5,8,4,1,1,3,6,5
جحمش,ǦḤMŠ,Ǧ,Ḥ,M,Š,5,6,24,13,5,8,1,5,1,3,5,3
جحمظ,ǦḤMẒ,Ǧ,Ḥ,M,Ẓ,5,6,24,17,5,8,1,3,1,3,5,4
جحنب,ǦḤNB,Ǧ,Ḥ,N,B,5,6,25,2,5,8,4,1,1,3,5,1
جحنش,ǦḤNŠ,Ǧ,Ḥ,N,Š,5,6,25,13,5,8,4,5,1,3,5,3
جخدب,ǦḪDB,Ǧ,Ḫ,D,B,5,7,8,2,5,7,4,1,1,3,1,1
جخدر,ǦḪDR,Ǧ,Ḫ,D,R,5,7,8,10,5,7,4,4,1,3,1,8
جخدل,ǦḪDL,Ǧ,Ḫ,D,L,5,7,8,23,5,7,4,4,1,3,1,6
جخدم,ǦḪDM,Ǧ,Ḫ,D,M,5,7,8,24,5,7,4,1,1,3,1,5
جخرط,ǦḪRṬ,Ǧ,Ḫ,R,Ṭ,5,7,10,16,5,7,4,4,1,3,8,2
جذأر,ǦḎʾR,Ǧ,Ḏ,ʾ,R,5,9,1,10,5,3,9,4,1,3,1,8
جذعم,ǦḎʿM,Ǧ,Ḏ,ʿ,M,5,9,18,24,5,3,8,1,1,3,3,5
جذمر,ǦḎMR,Ǧ,Ḏ,M,R,5,9,24,10,5,3,1,4,1,3,5,8
